mode,cpu,bw,rep,t_dl,t_cpu,t_total,t_off,sum,ok
offload,1c_burn,10M,1,,,,17.6956,179986461084,1
offload,1c_burn,10M,2,,,,17.5488,179986461084,1
offload,1c_burn,10M,3,,,,17.3042,179986461084,1
offload,1c_burn,10M,4,,,,17.3518,179986461084,1
offload,1c_burn,10M,5,,,,17.5564,179986461084,1
