mode,cpu,bw,rep,t_dl,t_cpu,t_total,t_off,sum,ok
host,1c,10M,1,140.8309,7.4010,148.2319,,179986461084,1
host,1c,10M,2,140.8513,7.4234,148.2747,,179986461084,1
host,1c,10M,3,140.8157,7.4605,148.2762,,179986461084,1
host,1c,10M,4,140.8270,7.4770,148.3040,,179986461084,1
host,1c,10M,5,140.7887,7.4617,148.2504,,179986461084,1
