mode,cpu,bw,rep,t_dl,t_cpu,t_total,t_off,sum,ok
host,2c,1M,1,170.8316,7.5056,178.3372,,179986461084,1
host,2c,1M,2,170.9073,7.5220,178.4293,,179986461084,1
host,2c,1M,3,170.8533,7.3986,178.2519,,179986461084,1
host,2c,1M,4,170.8634,7.5049,178.3683,,179986461084,1
host,2c,1M,5,170.8427,7.5516,178.3943,,179986461084,1
