mode,cpu,bw,rep,t_dl,t_cpu,t_total,t_off,sum,ok
host,1c_burn,10M,1,143.7763,17.8484,161.6247,,179986461084,1
host,1c_burn,10M,2,140.9691,17.9357,158.9048,,179986461084,1
host,1c_burn,10M,3,140.8803,17.9653,158.8456,,179986461084,1
host,1c_burn,10M,4,141.0762,18.0204,159.0966,,179986461084,1
host,1c_burn,10M,5,140.8544,19.5244,160.3788,,179986461084,1
