mode,cpu,bw,rep,t_dl,t_cpu,t_total,t_off,sum,ok
offload,2c,1M,1,,,,17.6213,179986461084,1
offload,2c,1M,2,,,,17.4511,179986461084,1
offload,2c,1M,3,,,,17.3465,179986461084,1
offload,2c,1M,4,,,,17.5457,179986461084,1
offload,2c,1M,5,,,,17.6043,179986461084,1
